"","sample_barcode","collection_label","project","site_code","site_name","collection_date","accessioned","sample_type","habitat","host","trophic","site_type","metadata","lat","long","empo_1","empo_2","empo_3","PI","Processing","common_name","family","genus","species","taxonomy_info","photo","photo.notes"
"2398",2666,"InvertType4A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert4A-C_Site4_1.jpg",NA
"2399",2667,"InvertType4B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert4_Site4_1.jpg",NA
"2400",2668,"InvertType4C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Sponge",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of sponge?","Invert4A-C_Site4_1.jpg",NA
"2401",2669,"InvertType5A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Fireworm? polychaete",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Polychaete","Amphinomidae",NA,NA,"what kind of fireworm?","Invert5_Site4_4.jpg","close ups available but not sure which is which"
"2402",2670,"InvertType5B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Fireworm? polychaete",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Polychaete","Amphinomidae",NA,NA,"what kind of fireworm?","Invert5A-C_Site4_1.jpg","close ups available but not sure which is which"
"2403",2671,"InvertType5C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Fireworm? polychaete",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Polychaete","Amphinomidae",NA,NA,"what kind of fireworm?","Invert5_Site4_4.jpg","close ups available but not sure which is which"
"2404",2672,"InvertType6A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Cow's tongue nudibranch (hexabranchus)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Nudibranch","Hexabranchidae","Hexabranchus",NA,"ask for species help","Y","close ups available but not sure which is which"
"2405",2673,"InvertType6B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Cow's tongue nudibranch (hexabranchus)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Nudibranch","Hexabranchidae","Hexabranchus",NA,"ask for species help","Invert6B_Site4_1.jpg","close ups available but not sure which is which"
"2406",2674,"InvertType6C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Flatworm",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Flatworm",NA,NA,NA,"what kind of flatworm?","N",NA
"2407",2675,"InvertType7A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","White sponges (3 specimens)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of white sponge?","Invert7A_Site4_1.jpg",NA
"2408",2676,"InvertType7B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","White sponges (3 specimens)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of white sponge?","N",NA
"2409",2677,"InvertType7C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","White sponges (3 specimens)",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Sponge",NA,NA,NA,"what kind of white sponge?","N",NA
"2410",2678,"CoralType1A-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","Coral1-3A-C_Site4_1.jpg","hard to see"
"2411",2679,"CoralType1B-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","Coral1-3A-C_Site4_1.jpg","hard to see"
"2412",2680,"CoralType1C-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","Coral1-3A-C_Site4_1.jpg","hard to see"
"2413",2681,"CoralType2A-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N",NA
"2414",2682,"CoralType2B-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N",NA
"2415",2683,"CoralType2C-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N",NA
"2416",2684,"CoralType3A-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N",NA
"2417",2685,"CoralType3B-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N",NA
"2418",2686,"CoralType3C-M4","Keck","M4","TwinRocks","20190620","Yes","Coral","Marine","Animal","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Coral",NA,NA,NA,"what kind of coral?","N",NA
"2419",2687,"SedimentA-M4","Keck","M4","TwinRocks","20190620","Yes","MarineSediment","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Sediment(saline)","Craig","","MarineSediment",NA,NA,NA,NA,NA,NA
"2420",2688,"SedimentB-M4","Keck","M4","TwinRocks","20190620","Yes","MarineSediment","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Sediment(saline)","Craig","","MarineSediment",NA,NA,NA,NA,NA,NA
"2421",2689,"RockSwab1A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2422",2690,"RockSwab1B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2423",2691,"RockSwab1C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2424",2692,"RockSwab2A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2425",2693,"RockSwab2B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2426",2694,"RockSwab2C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2427",2695,"RockSwab3A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2428",2696,"RockSwab3B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2429",2697,"RockSwab3C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2430",2698,"RockSwab4A-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2431",2699,"RockSwab4B-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2432",2700,"RockSwab4C-M4","Keck","M4","TwinRocks","20190620","Yes","MarineRockSwab","Marine","Nonhost","Environmental","Core Waimea","",21.63677,-158.07189,"Free-living","Saline","Surface (saline)","Craig","","MarineRockSwab",NA,NA,NA,NA,NA,NA
"2433",2701,"Limu1A-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dichotoma??",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Caulerpaceae","Dichotoma",NA,"ask for species help","Limu1A-C_Site4_1.jpg",""
"2434",2702,"Limu1B-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dichotoma??",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Caulerpaceae","Dichotoma",NA,"ask for species help","Limu1A-C_Site4_1.jpg",""
"2435",2703,"Limu1C-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dichotoma??",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Caulerpaceae","Dichotoma",NA,"ask for species help","Limu1_Site4_1.jpg",""
"2436",2704,"Limu2A-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halimeda",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu2A-C_Site4_1.jpg",""
"2437",2705,"Limu2B-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halimeda",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu2A-C_Site4_1.jpg",""
"2438",2706,"Limu2C-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halimeda",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu2A-C_Site4_1.jpg",""
"2439",2707,"Limu3A-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","Limu3A-B_Site4_1.jpg",""
"2440",2708,"Limu3B-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","Limu3A-B_Site4_1.jpg",""
"2441",2709,"Limu3C-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Neomeris",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Dasycladaceae","Neomeris",NA,"ask for species help","N",""
"2442",2710,"Limu4A-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Jania?",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Corallinaceae","Jania",NA,"unsure? + ask for species help","Limu4A-B_Site4_1.jpg",""
"2443",2711,"Limu4B-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Jania?",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Corallinaceae","Jania",NA,"unsure? + ask for species help","Limu4A-B_Site4_1.jpg",""
"2444",2712,"Limu4C-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Jania?",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Corallinaceae","Jania",NA,"unsure? + ask for species help","N",""
"2445",2713,"Limu5A-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halyme?ia",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","N",""
"2446",2714,"Limu5B-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halyme?ia",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","Limu1B_Site4_1.jpg",""
"2447",2715,"Limu5C-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Halyme?ia",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Halimedaceae","Halimeda","discoidea","ask for species help","N",""
"2448",2716,"Limu6A-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dictyosphaeria",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Valoniaceae","Dictyosphaeria",NA,"ask for species help","Limu6A_Site4_1.jpg",""
"2449",2717,"Limu6B-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dictyosphaeria",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Valoniaceae","Dictyosphaeria",NA,"ask for species help","Limu6B_Site4_1.jpg",""
"2450",2718,"Limu6C-M4","Keck","M4","TwinRocks","20190620","Yes","Limu","Marine","Plant","PrimaryProducer","Core Waimea","Dictyosphaeria",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","Algae","Valoniaceae","Dictyosphaeria",NA,"ask for species help","Limu6C_Site4_1.jpg",""
"2451",2719,"CCAType1A-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA1A-C_Site4_1.jpg",""
"2452",2720,"CCAType1B-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA1A-C_Site4_1.jpg",""
"2453",2721,"CCAType1C-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA1A-C_Site4_1.jpg",""
"2454",2722,"CCAType2A-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA2A-C_Site4_1.jpg",""
"2455",2723,"CCAType2B-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA2A-C_Site4_1.jpg",""
"2456",2724,"CCAType2C-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA2A-C_Site4_1.jpg",""
"2457",2725,"CCAType3A-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA3A-C_Site4_1.jpg",""
"2458",2726,"CCAType3B-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA3A-C_Site4_1.jpg",""
"2459",2727,"CCAType3C-M4","Keck","M4","TwinRocks","20190620","Yes","CCA","Marine","Plant","PrimaryProducer","Core Waimea","Collected by Chris Wall",21.63677,-158.07189,"Host-associated","Plant","Plant corpus","Anthony","Freeze Dry","CCA",NA,NA,NA,"what kind of CCA?","CCA3A-C_Site4_1.jpg",""
"2460",2728,"InvertType1B-M5","Keck","M5","ThreeTablesBeach","20190621","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Snail",21.64499,-158.06658,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Snail",NA,NA,NA,"what kind of snail?","N",NA
"2461",2729,"InvertType1C-M5","Keck","M5","ThreeTablesBeach","20190621","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Snail",21.64499,-158.06658,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Snail",NA,NA,NA,"what kind of snail?","N",NA
"2462",2730,"InvertType2A-M5","Keck","M5","ThreeTablesBeach","20190621","Yes","MarineInvert","Marine","Animal","Unknown","Core Waimea","Turban snail (Tegula funebralis)",21.64499,-158.06658,"Host-associated","Animal","Animal corpus","Craig","Freeze Dry","Snail","Tegulidae","Tegula","funebralis","","20190621_164551.jpg",NA
